estado,plantarse,tirar
"(5, 900)",184.46091216329944,134.37297958469648
"(2, 2600)",198.17566157481133,76.5745831581232
"(3, 1250)",71.3219813,124.87748129999999
"(2, 1150)",206.94712218552198,126.77812014715664
"(2, 3300)",501.3845720767834,402.70200934459035
"(4, 1450)",43.06645,7.270285500000002
"(1, 1050)",55.274499600000006,116.82399960000002
"(2, 4100)",474.62662309999996,139.76926686900003
"(6, 3700)",35.1,386.1
"(3, 3900)",0.0,0.0
"(6, 2150)",280.20408511646724,514.8657678409473
"(3, 3150)",315.0,0.0
"(6, 2100)",38.38174482383078,155.8191385738308
"(5, 2350)",253.58849999999998,68.071115
"(6, 2250)",21.6,266.1
"(4, 2400)",0.0,0.0
"(6, 3550)",88.946145,417.091145
"(6, 2750)",3.0150000000000006,33.165
"(3, 650)",112.28605670832343,83.94312979553602
"(1, 850)",135.76945876264114,73.89669001851472
"(1, 900)",90.0,0.0
"(3, 1150)",44.910537932361535,20.65479470032292
"(6, 2500)",0.0,0.0
"(2, 3850)",385.0,0.0
"(2, 4800)",0.0,0.0
"(2, 1550)",182.76049999999998,30.133395
"(4, 2200)",22.0,1.9800000000000002
"(3, 1400)",198.83275354557864,99.34033617012284
"(2, 3450)",139.00020734999998,51.7260402765
"(3, 1200)",149.642393988,49.60255804812
"(1, 950)",134.74062494452355,68.80483520007832
"(5, 1400)",27.86,3.6414
"(6, 1400)",334.8380673904974,490.97165874388367
"(5, 1050)",114.45,10.300500000000001
"(6, 1750)",19.8,217.8
"(6, 1150)",93.32614303723697,234.50963653723696
"(6, 350)",56.24141002911,164.21437002911
"(3, 4900)",0.0,0.0
"(3, 4700)",0.0,0.0
"(1, 1450)",206.86840503169503,80.41441593137806
"(4, 1550)",153.45,13.8105
"(1, 2150)",307.37448240906497,114.62350423497435
"(6, 3500)",10.0539,112.34390000000002
"(4, 2250)",240.592275,57.57660225000001
"(6, 2050)",202.32436441950003,620.2780144195001
"(6, 5050)",0.0,0.0
"(4, 1100)",139.40399000000002,31.79285010000001
"(6, 1450)",0.0,165.0
"(3, 1650)",217.84668903476987,93.02493967942216
"(4, 3550)",0.0,0.0
"(1, 250)",27.25,2.4525000000000006
"(4, 2350)",251.520265,79.40321235
"(4, 4650)",0.0,0.0
"(5, 1450)",28.855000000000004,3.7714500000000006
"(6, 1350)",1.215,79.52843263499999
"(2, 2750)",275.0,0.0
"(6, 2900)",0.0,360.0
"(6, 1050)",11.25,135.25
"(3, 1550)",182.76049999999998,30.133395
"(5, 2250)",225.0,0.0
"(2, 1400)",99.38757444488337,44.256114754408515
"(6, 3800)",70.299,471.79900000000004
"(5, 3900)",0.0,0.0
"(2, 4850)",0.0,0.0
"(4, 1150)",122.969385,29.428041150000006
"(1, 1250)",157.20075125,43.94886873750001
"(3, 2350)",46.765,6.112350000000001
"(3, 2250)",0.0,0.0
"(4, 1400)",177.42326,40.46362740000001
"(2, 2450)",0.0,255.0
"(1, 2550)",255.0,0.0
"(4, 1350)",147.15,13.243500000000001
"(1, 5200)",0.0,0.0
"(3, 2700)",0.0,0.0
"(3, 2200)",21.918798000000002,25.484778000000006
"(5, 1000)",100.0,0.0
"(3, 3600)",420.94764,95.3625636
"(2, 2850)",0.0,0.0
"(3, 5000)",0.0,0.0
"(6, 3400)",0.0,395.0
"(1, 3950)",0.0,0.0
"(2, 5000)",0.0,0.0
"(6, 4600)",43.650000000000006,527.65
"(3, 4850)",0.0,0.0
"(1, 2800)",280.0,0.0
"(6, 3750)",37.35,410.85
"(2, 4150)",415.0,0.0
"(3, 2300)",44.150000000000006,232.65
"(2, 2350)",232.65,20.938500000000005
"(5, 1350)",169.51084785000003,49.27912437150001
"(4, 4750)",0.0,0.0
"(6, 4200)",0.0,480.0
"(2, 3000)",327.0,29.430000000000003
"(6, 2800)",0.0,330.0
"(4, 4700)",0.0,0.0
"(1, 3600)",0.0,0.0
"(1, 3350)",161.27709049481768,54.8678069048695
"(5, 1950)",195.0,0.0
"(1, 3700)",436.267,71.93133
"(3, 3050)",0.0,0.0
"(6, 1800)",0.0,190.0
"(5, 1900)",0.0,0.0
"(6, 1850)",0.0,210.0
"(6, 3900)",0.0,540.0
"(6, 5400)",0.0,0.0
"(3, 2400)",261.6,23.544000000000004
"(2, 2250)",48.392478225000005,44.76235529025001
"(4, 1750)",190.75,17.1675
"(1, 3900)",0.0,0.0
"(2, 4400)",0.0,0.0
"(5, 1200)",141.49200000000002,23.329080000000005
"(3, 4750)",0.0,0.0
"(6, 3350)",0.0,35.5
"(5, 2450)",0.0,0.0
"(4, 3650)",0.0,0.0
"(1, 3050)",0.0,0.0
"(2, 3050)",0.0,0.0
"(1, 6750)",0.0,0.0
"(5, 1650)",0.0,0.0
"(5, 4550)",0.0,0.0
"(6, 3200)",0.0,340.0
"(4, 3400)",0.0,0.0
"(3, 2600)",283.4,25.506
"(1, 2350)",235.0,0.0
"(1, 1550)",153.45,44.26050000000001
"(6, 3100)",0.0,325.0
"(4, 3250)",325.0,0.0
"(1, 4600)",0.0,0.0
"(3, 3550)",0.0,0.0
"(6, 4000)",0.0,0.0
"(4, 2450)",267.05,24.034500000000005
"(5, 1100)",110.0,0.0
"(6, 3600)",66.339,422.73900000000003
"(4, 2850)",285.0,0.0
"(4, 2900)",290.0,0.0
"(1, 4850)",0.0,0.0
"(6, 4150)",0.0,0.0
"(2, 3800)",0.0,0.0
"(5, 1500)",163.5,14.715000000000002
"(5, 2400)",240.0,0.0
"(1, 4950)",0.0,0.0
"(5, 2150)",215.0,0.0
"(1, 3150)",315.0,0.0
"(1, 1700)",183.61700000000002,45.45783000000001
"(3, 3650)",361.35,32.5215
"(1, 5000)",0.0,0.0
"(1, 4150)",0.0,0.0
"(4, 2100)",210.0,0.0
"(5, 2500)",250.0,0.0
"(5, 3650)",0.0,0.0
"(6, 1650)",0.0,215.0
"(3, 2150)",0.0,0.0
"(4, 2300)",230.0,0.0
"(4, 1200)",0.0,130.0
"(2, 5100)",0.0,0.0
